paper_id,year,volume,issue,batch_id,title,first_author,n_authors,pages,doi,record_type,formalism,citation_integrity,structural_integrity,artifact_availability,intellectual_integrity,composite,final,classification,disqualified,flags
beldjilali2020,2020,23,T,2020-v23-nT,Vehicles Circuits Optimization by Combining GPS/GSM Information with Metaheuristic Algorithms,Bilal Beldjilali,3,T5-T17,,research,45,85,70,30,65.25,56.44,24.0,CRITICAL,True,FORMALISM_THEATER|UNNECESSARY_SET_THEORY
schiopu2020,2020,23,T,2020-v23-nT,Maximum Flows in Planar Dynamic Networks. The Static Approach,Camelia Schiopu,2,T18-T27,,research,85,90,85,20,86.75,70.06,70.06,ADEQUATE,False,
chen2020,2020,23,T,2020-v23-nT,Modified Evolved Bat Algorithm of Fuzzy Optimal Control for Complex Nonlinear Systems,Tim Chen,5,T28-T40,,research,70,75,60,0,69.25,51.94,31.94,CONCERNING,False,ORPHAN_DEFINITIONS|NO_LIMITATIONS
zunic2020,2020,23,T,2020-v23-nT,An Innovative Concept for Setting Up and Adjustment the Parameters of Real-world Vehicle Routing Problems: Case Study in Logistics,Emir Zunic,2,T41-T56,,research,80,90,85,70,84.75,81.06,81.06,STRONG,False,
christudas2020,2020,23,T,2020-v23-nT,System Identification Using Long Short Term Memory Recurrent Neural Networks for Real Time Conical Tank System,Febina Christudas,2,T57-T77,,research,75,90,80,40,81.5,71.12,71.12,ADEQUATE,False,
anikin2020,2020,23,T,2020-v23-nT,Kohonen Neural Network Training by Cellular Automaton,Valerii Anikin,3,T78-T93,,research,80,90,85,80,84.75,83.56,83.56,STRONG,False,
li2020,2020,23,T,2020-v23-nT,HARD: Bit-Split String Matching Using a Heuristic Algorithm to Reduce Memory Demand,Xun Li,3,T94-T105,,research,75,90,80,40,81.5,71.12,71.12,ADEQUATE,False,
paper677,2021,24,1,2021-v24-n1,"Programmable Capacitor Multiplier Based on Gm-cell with Two Outputs - Topology, Circuit Implementations and Applications",Paul Coste,5,4-27,,research,90,95,90,70,91.75,86.31,86.31,STRONG,False,
paper678,2021,24,1,2021-v24-n1,Electrical characterization of a pseudo-mos transistor with organic thin film produced by nanotechnologies,Cristian Ravariu,4,28-36,,research,85,90,85,80,86.75,85.06,85.06,STRONG,False,
paper679,2021,24,1,2021-v24-n1,Sink Location Privacy Protection Algorithm Based on Virtual Circle in WSNs,Leqiang Bai,3,37-57,,research,45,85,75,30,66.5,57.38,24.0,CRITICAL,True,FORMALISM_THEATER|DECORATIVE_DEFINITIONS
paper680,2021,24,1,2021-v24-n1,An Improved User Authentication Protocol Based on Chaotic Maps for Multiserver Environment,Devender Kumar,3,58-78,,research,80,90,90,50,86.0,77.0,77.0,ADEQUATE,False,
paper681,2021,24,1,2021-v24-n1,A Novel Multiplicative Fuzzy Regression Function with A Multiplicative Fuzzy Clustering Algorithm,Nimet Yapici Pehlivan,2,79-98,,research,75,90,85,60,82.75,77.06,77.06,ADEQUATE,False,
paper682,2021,24,1,2021-v24-n1,Machine Learning Techniques for Improving the Performance Metrics of Functional Verification,Mihai-Corneliu Cristescu,1,99-116,,research,80,95,90,30,87.75,73.31,73.31,ADEQUATE,False,
paper683,2021,24,1,2021-v24-n1,Open-source SoC-based Off-the-shelf Industrial-Grade Low-Cost Logic Analyzer,Andrei Gindac,4,117-126,,research,85,85,85,100,85.0,88.75,88.75,STRONG,False,
dumitru2021,2021,24,2,2021-v24-n2,Exploring the Effect of Segmentation on a 10-bit DAC,Florin-Silviu Dumitru,4,129-142,,research,85,90,90,50,88.0,78.5,78.5,ADEQUATE,False,
boncu2021,2021,24,2,2021-v24-n2,An algorithm-based method for accurate compensation of bandgap references over temperature,Madalina Boncu,3,143-160,,research,80,90,85,40,84.75,73.56,73.56,ADEQUATE,False,
petrasuc2021,2021,24,2,2021-v24-n2,A Novel Full-Wave Current Sensor for Automotive Synchronous Buck Converters,Gabriel Petrasuc,4,161-181,,research,85,90,90,50,88.0,78.5,78.5,ADEQUATE,False,
veselu2021,2021,24,2,2021-v24-n2,New Constant-gm circuit for precision chopper offset-stabilized operational amplifiers,Adrian Constantin Veselu,3,182-200,,research,80,90,90,50,86.0,77.0,77.0,ADEQUATE,False,
paun2021,2021,24,2,2021-v24-n2,Microheater optimized for the integration with metasurface-based IR sources for gas sensing application,Costel Paun,6,201-212,,research,80,90,85,70,84.75,81.06,81.06,STRONG,False,
chiriac2021,2021,24,2,2021-v24-n2,Manipulation of particles using dielectrophoresis in a microchannel,Eugen Chiriac,3,213-221,,research,80,90,80,60,83.5,77.62,77.62,ADEQUATE,False,
serbanescu2021,2021,24,2,2021-v24-n2,A Standalone System for Resistive Smart Sensors Based on a Wheatstone Quarter-Bridge,Matei Serbanescu,7,222-232,,research,75,90,85,70,82.75,79.56,79.56,ADEQUATE,False,
rebigan2021,2021,24,2,2021-v24-n2,Fabrication of Fresnel lenses operating as image correcting optical components for long infrared imaging systems,R. Rebigan,7,233-243,,research,85,90,85,80,86.75,85.06,85.06,STRONG,False,
ravariu2021,2021,24,2,2021-v24-n2,Investigations of the Fabricated Nothing On Insulator Nanodevices as Metal-Air-Metal variant - NOI-MAM,Cristian Ravariu,8,244-254,,research,75,85,80,70,79.75,77.31,77.31,ADEQUATE,False,
paper693,2021,24,3,2021-v24-n3,Fuzzy Modus Ponens and Tollens based on Moving Distance in SISO Fuzzy System,Chung-Jin Kwak,7,257-283,,research,80,90,85,40,84.75,73.56,73.56,ADEQUATE,False,
paper694,2021,24,3,2021-v24-n3,A Novel Layer By Layer Energy Efficient Watchman Algorithm for Wireless Sensor and Actor Networks,Umar Draz,9,284-298,,research,25,85,70,30,57.25,50.44,24.0,CRITICAL,True,FORMALISM_THEATER|UNNECESSARY_SET_THEORY|DECORATIVE_DEFINITIONS
paper695,2021,24,3,2021-v24-n3,Debugging FPGA projects using artificial intelligence,Alexandru Dinu,4,299-320,,research,75,90,85,50,82.75,74.56,74.56,ADEQUATE,False,
paper696,2021,24,3,2021-v24-n3,Computer Vision Algorithm for Detecting Resistor Color Codes,Nichita-Maria Serban,2,321-333,,research,80,90,80,40,83.5,72.62,72.62,ADEQUATE,False,
paper697,2021,24,4,2021-v24-n4,Cloud provider selection a complex multicriteria problem,Constanta Zoie Radulescu,3,337-352,,research,80,90,85,30,84.75,71.06,71.06,ADEQUATE,False,
paper698,2021,24,4,2021-v24-n4,Evolving Fuzzy Models of Shape Memory Alloy Wire Actuators,Radu-Emil Precup,5,353-365,,research,85,85,85,40,85.0,73.75,73.75,ADEQUATE,False,
paper699,2021,24,4,2021-v24-n4,Pseudo-Reconfigurable Computing,Gheorghe M. Stefan,1,366-383,,research,80,90,80,30,83.5,70.12,70.12,ADEQUATE,False,
paper700,2021,24,4,2021-v24-n4,In-depth evaluation of Romanian natural language processing pipelines,Vasile Pais,5,384-401,,research,90,85,90,70,88.25,83.69,83.69,STRONG,False,
paper701,2021,24,4,2021-v24-n4,Invariant sets with arbitrary convex shapes in linear system dynamics,Mihaela Matcovschi,4,402-417,,research,90,90,90,20,90.0,72.5,72.5,ADEQUATE,False,
paper702,2021,24,4,2021-v24-n4,ROMJIST Mirroring Research Domains in the Section of Information Science and Technology of the Romanian Academy - A brief bibliometric analysis,Horia-Nicolai Teodorescu,1,418-422,,research,85,90,75,50,84.25,75.69,75.69,ADEQUATE,False,
nejkovic2022,2022,25,1,2022-v25-n1,Application of Fuzzy Analytic Hierarchy Process to Inductive Steel Tube Welding,Valentina M. Nejkovic,4,3-19,,research,85,90,85,60,86.75,80.06,80.06,STRONG,False,
mihalache2022,2022,25,1,2022-v25-n1,Lasting emotions - An investigation of short- and long-term affective content remanence in speech,Serban Mihalache,5,20-35,,research,80,90,85,50,84.75,76.06,76.06,ADEQUATE,False,
singh2022,2022,25,1,2022-v25-n1,Manifold Optimization with MMSE Hybrid Precoder for Mm-Wave Massive MIMO Communication,Divya Singh,2,36-46,,research,85,85,85,40,85.0,73.75,73.75,ADEQUATE,False,
musala2022,2022,25,1,2022-v25-n1,Implementation of Semi-Static and Differential Null Convention Logic Gates Using CNTFET Technology,Sarada Musala,5,47-57,,research,80,90,85,70,84.75,81.06,81.06,STRONG,False,
ramathilagam2022,2022,25,1,2022-v25-n1,Modeling and development of fuzzy logic-based intelligent decision support system,Arunagiri Ramathilagam,2,58-79,,research,75,85,80,50,79.75,72.31,72.31,ADEQUATE,False,
aiordachioae2022,2022,25,1,2022-v25-n1,"LifeTags++: A Multi-User, Multi-Device, and Multi-Perspective System for Recording and Abstracting Visual Life with Tag Clouds",Adrian Aiordachioae,2,80-91,,research,0,85,75,70,48.5,53.88,24.0,CRITICAL,True,FORMALISM_THEATER|UNNECESSARY_SET_THEORY
mosteanu2022,2022,25,1,2022-v25-n1,Machine Learning and Robotic Process Automation Take Higher Education One Step Further,Narcisa Roxana Mosteanu,1,92-99,,research,80,80,70,20,77.5,63.12,58.12,LIMITED,False,NO_LIMITATIONS
gumuscu2022,2022,25,1,2022-v25-n1,Diagnosis of Parkinson's Disease Using Spiral Test Based on Pattern Recognition,Mustafa Gerger,2,100-113,,research,80,85,85,50,83.0,74.75,74.75,ADEQUATE,False,
paper711,2022,25,2,2022-v25-n2,The Impact of Features and Preprocessing on Automatic Text Summarization,Salih Bal,2,117-132,,research,75,90,85,50,82.75,74.56,74.56,ADEQUATE,False,
paper712,2022,25,2,2022-v25-n2,Fuzzy AHP-based Prioritization of the Optimal Alternative of External Equity Financing for Start-ups of Lending Company in Uncertain Environment,Chun-Yueh Lin,1,133-149,,research,40,80,70,30,61.5,53.62,24.0,CRITICAL,True,FORMALISM_THEATER|DECORATIVE_DEFINITIONS
paper713,2022,25,2,2022-v25-n2,Computational Cost Reduction of Convolution Neural Networks by Insignificant Filter Removal,Amit Verma,3,150-165,,research,80,85,85,60,83.0,77.25,77.25,ADEQUATE,False,
paper714,2022,25,2,2022-v25-n2,"Editorial: Special Issue on Electronics, Microtechnologies and Materials Science",Raluca Muller,2,166-169,,research,100,100,100,100,100.0,100.0,100.0,STRONG,False,
paper715,2022,25,2,2022-v25-n2,Compact Implementation of an RFID Tag with Electromagnetic Wave Polarization Diversity,Dan Neculoiu,3,170-178,,research,90,95,90,70,91.75,86.31,86.31,STRONG,False,
paper716,2022,25,2,2022-v25-n2,High Power Supply Rejection Capacitor-less Low Dropout Regulators Based on High Slew Rate Symmetrical Operational Transconductance Amplifiers,Iulian Sularea,3,179-204,,research,90,90,90,65,90.0,83.75,83.75,STRONG,False,
paper717,2022,25,2,2022-v25-n2,Methods for Assessing the Stability of Conditionally Stable Circuits by Using Small-signal Simulations,Valentin Beleca,4,205-223,,research,90,90,90,55,90.0,81.25,81.25,STRONG,False,
paper718,2022,25,2,2022-v25-n2,On the Reverse Breakdown Behavior of GaAs PIN Diodes for High Power Applications,Patrick Scharf,5,224-234,,research,85,90,90,60,88.0,81.0,81.0,STRONG,False,
paper719,2022,25,2,2022-v25-n2,Battery Connected Linear Voltage Regulator for Very Low Current Consumption Automotive Applications,Ionut-Alin Ilie,4,235-245,,research,85,85,85,75,85.0,82.5,82.5,STRONG,False,
paper720,2022,25,2,2022-v25-n2,Motion Algorithms for a Neuroprosthesis Equipped with Velostat Sensors,Mirela-Iuliana Gheorghe,6,246-259,,research,85,80,80,55,82.0,75.25,75.25,ADEQUATE,False,
paper721,2022,25,2,2022-v25-n2,Vis-active TiO2 - rGO Photocatalysts for Advanced Wastewater Treatment,Ioana Tismanar,4,260-271,,research,90,90,85,60,88.75,81.56,81.56,STRONG,False,
paper722,2022,25,3-4,2022-v25-n34,A Comparative Lexical Analysis of Three Romanian Works - The Etymological Metalepsis Role and Etymological Indices,Horia Nicolai Teodorescu,2,275-289,,research,75,90,85,30,82.75,69.56,69.56,ADEQUATE,False,
paper723,2022,25,3-4,2022-v25-n34,Early Detection of Mortality in COVID-19 Patients Through Laboratory Findings with Factor Analysis and Artificial Neural Networks,Selcuk Ogutcu,6,290-302,,research,80,90,90,100,86.0,89.5,89.5,STRONG,False,
paper724,2022,25,3-4,2022-v25-n34,State Estimation of Permanent Magnet Synchronous Motor Dynamics Using Higher-order Continuous-Discrete Filtering Equations,Ravish H. Hirpara,1,303-321,,research,85,85,85,0,85.0,63.75,63.75,ADEQUATE,False,
paper725,2022,25,3-4,2022-v25-n34,UV Effect on the Dielectric Properties of Al2O3/TiO2 Doped PVC,Lakhdar Madani,4,322-337,,research,80,90,85,0,84.75,63.56,63.56,ADEQUATE,False,
paper726,2022,25,3-4,2022-v25-n34,An RGB-D Descriptor for Object Classification,Erkut Arican,2,338-349,,research,75,90,80,30,81.5,68.62,68.62,ADEQUATE,False,
paper727,2022,25,3-4,2022-v25-n34,Test Platform and Graphical User Interface Design for Vertical Take-Off and Landing Drones,Hakan Ucgun,4,350-367,,research,70,85,85,30,79.0,66.75,66.75,ADEQUATE,False,
paper728,2022,25,3-4,2022-v25-n34,Improvements in Data Transfer for a MapReduce Accelerator,George-Vladut Popescu,1,368-380,,research,80,85,85,30,83.0,69.75,69.75,ADEQUATE,False,
chen2023,2023,26,1,2023-v26-n1,A Frequent Construction Mining Scheme Based on Syntax Tree,Bob Chen,3,3-20,10.59277/ROMJIST.2023.1.01,research,75,85,85,50,81.0,73.25,73.25,ADEQUATE,False,
unguritu2023,2023,26,1,2023-v26-n1,Design and Assessment of an Anti-lock Braking System Controller,Maria-Geanina Unguritu,2,21-32,10.59277/ROMJIST.2023.1.02,research,80,90,85,70,84.75,81.06,81.06,STRONG,False,
georgieva2023,2023,26,1,2023-v26-n1,Transforming 3D Models to Semantic Web Representation,Tsvetanka Georgieva-Trifonova,2,33-48,10.59277/ROMJIST.2023.1.03,research,65,90,85,80,78.75,79.06,79.06,ADEQUATE,False,
abramov2023,2023,26,1,2023-v26-n1,"New Opportunities Model for Monitoring, Analyzing and Forecasting the Official Statistics on Coronavirus Disease Pandemic",Sergey M. Abramov,4,48-63,10.59277/ROMJIST.2023.1.04,research,75,85,80,60,79.75,74.81,74.81,ADEQUATE,False,
mathur2023,2023,26,1,2023-v26-n1,Linear Voltage Controlled Oscillator Implementation in Electronically Variable Immittances,Koushick Mathur,3,65-77,10.59277/ROMJIST.2023.1.05,research,85,85,90,75,86.25,83.44,83.44,STRONG,False,
gaiseanu2023,2023,26,1,2023-v26-n1,Information: From Cognitive-Sentient Exploration of Reality to Predictive Big Data Assisted Informational Era,Florin Gaiseanu,1,78-99,10.59277/ROMJIST.2023.1.06,research,30,70,60,20,51.5,43.62,24.0,CRITICAL,True,FORMALISM_THEATER
milicevic2023,2023,26,1,2023-v26-n1,Development of Microcomputers and Motor Control Software for Steel Pipe Cutting Units,Miroslav Milicevic,2,100-117,10.59277/ROMJIST.2023.1.07,research,75,80,80,60,78.0,73.5,73.5,ADEQUATE,False,
yurtkan2023,2023,26,2,2023-v26-n2,Student Success Prediction Using Feedforward Neural Networks,Kamil Yurtkan,3,121-136,10.59277/ROMJIST.2023.2.01,research,40,80,75,50,62.75,59.56,24.0,CRITICAL,True,FORMALISM_THEATER
mortazavi2023,2023,26,2,2023-v26-n2,Detecting Images with Adult Content Using SURF and Haar Wavelet,Mohammad Mortazavi T.,4,137-150,10.59277/ROMJIST.2023.2.02,research,45,75,70,40,61.75,56.31,24.0,CRITICAL,True,FORMALISM_THEATER
badovinac2023,2023,26,2,2023-v26-n2,Biometric Authentication Model Based on Transformation of Face Image into a PIN Number Usable During the Covid-19 Pandemic,Nenad Badovinac,2,151-162,10.59277/ROMJIST.2023.2.03,research,65,75,75,50,71.0,65.75,65.75,ADEQUATE,False,
muller2023_editorial,2023,26,2,2023-v26-n2,"Editorial: Special Issue on Topics in Electronics, Microtechnologies and Materials Science",Raluca Muller,2,163-166,10.59277/ROMJIST.2023.2.04,editorial,,,,,,,,NOT_APPLICABLE,False,EDITORIAL
onet2023,2023,26,2,2023-v26-n2,A Blended On-Campus and At-Home Approach to Laboratories on Electronic Circuits,Raul Onet,9,167-180,10.59277/ROMJIST.2023.2.05,research,80,85,85,75,83.0,81.0,81.0,STRONG,False,
pascu2023,2023,26,2,2023-v26-n2,Enhanced Method of Schottky Barrier Diodes Performance Assessment,Razvan Pascu,8,181-192,10.59277/ROMJIST.2023.2.06,research,80,85,85,70,83.0,79.75,79.75,ADEQUATE,False,
ammar2023,2023,26,2,2023-v26-n2,"Design, Fabrication and Characterization of 10 kV 4H-SiC BJT for the Phototransistor Target",Ali Ammar,12,193-204,10.59277/ROMJIST.2023.2.07,research,75,85,85,75,81.0,79.5,79.5,ADEQUATE,False,
romanitan2023,2023,26,2,2023-v26-n2,Relationship Between Structural and Optical Properties in Vanadium Pentoxide,Cosmin Romanitan,12,205-217,10.59277/ROMJIST.2023.2.08,research,80,85,85,70,83.0,79.75,79.75,ADEQUATE,False,
vasilache2023,2023,26,2,2023-v26-n2,Development of 0-level Packaged Dual SAW Pressure and Temperature Sensors on GaN Thin Membranes,Dan Vasilache,12,218-226,10.59277/ROMJIST.2023.2.09,research,80,85,85,75,83.0,81.0,81.0,STRONG,False,
chiriac2023,2023,26,2,2023-v26-n2,Ultrasensitive Electrochemical Sensor Based on Vertical Graphene for SARS-CoV-2 Protein N Detection,Eugen Chiriac,9,227-237,10.59277/ROMJIST.2023.2.10,research,75,80,80,65,78.0,74.75,74.75,ADEQUATE,False,
beydoun2023,2023,26,2,2023-v26-n2,SiC Plasma and Electrochemical Etching for Integrated Technology Processes,Nour Beydoun,3,238-246,10.59277/ROMJIST.2023.2.11,research,80,80,80,70,80.0,77.5,77.5,ADEQUATE,False,
teodorescu2023editorial,2023,26,3-4,2023-v26-n34,"Papers dedicated to Florin Gheorghe Filip, Fellow of the Romanian Academy (Editorial)",Horia-Nicolai L. Teodorescu,1,249-250,,editorial,,,,,,,,NOT_APPLICABLE,False,EDITORIAL
paun2023,2023,26,3-4,2023-v26-n34,Infinite Spike Trains in Spiking Neural P Systems,Gheorghe Paun,3,251-275,,research,95,95,95,70,95.0,88.75,88.75,STRONG,False,
duca2023,2023,26,3-4,2023-v26-n34,Approach to Evaluate the Data of Moss Biomonitoring Studies: Preprocessing and Preliminary Ranking,Gheorghe Duca,4,276-288,,research,75,90,85,70,82.75,79.56,79.56,ADEQUATE,False,
stefan2023,2023,26,3-4,2023-v26-n34,Meaning in Action: a Qualitative Approach of Information,Gheorghe M. Stefan,1,289-300,,research,85,95,90,60,89.75,82.31,82.31,STRONG,False,
cozma2023,2023,26,3-4,2023-v26-n34,AHB Interconnect - Functional Verification,Andrei Cozma,2,301-311,,research,70,85,85,65,79.0,75.5,75.5,ADEQUATE,False,
teodorescu2023twitter,2023,26,3-4,2023-v26-n34,Twitter's Mirroring of the 2022 Energy Crisis: What It Teaches Decision-Makers - A Preliminary Study,Horia-Nicolai L. Teodorescu,2,312-322,,research,75,85,85,65,81.0,77.0,77.0,ADEQUATE,False,
protic2023,2023,26,3-4,2023-v26-n34,XOR-Based Detector of Different Decisions on Anomalies in the Computer Network Traffic,Danijela Protic,2,323-338,,research,70,85,85,70,79.0,76.75,76.75,ADEQUATE,False,
mirnalinee2023,2023,26,3-4,2023-v26-n34,A Data Hiding Approach for Secured Data Communication,T. T. Mirnalinee,3,339-350,,research,65,80,80,70,74.0,73.0,73.0,ADEQUATE,False,
kilic2023,2023,26,3-4,2023-v26-n34,Binary Anarchic Society Optimization for Feature Selection,Umit Kilic,3,351-364,,research,75,85,85,70,81.0,78.25,78.25,ADEQUATE,False,
bratan2023,2023,26,3-4,2023-v26-n34,Using Swear Words Increases the Irritability - a Study Using AI Algorithms,Costin Andrei Bratan,11,365-374,,research,65,80,80,65,74.0,71.75,71.75,ADEQUATE,False,
mihalache2023,2023,26,3-4,2023-v26-n34,"Speech Emotion Recognition Using Deep Neural Networks, Transfer Learning, and Ensemble Classification Techniques",Serban Mihalache,2,375-387,,research,75,90,90,75,84.0,81.75,81.75,STRONG,False,
antonescu2024,2024,27,1,2024-v27-n1,Multi-Function Scan Circuit for Assisting the Parallel Computational Map Pattern,Mihai Antonescu,2,1-18,,research,85,90,90,60,88.0,81.0,81.0,STRONG,False,
hentout2024,2024,27,1,2024-v27-n1,Shortest Path Planning and Efficient Fuzzy Logic Control of Mobile Robots in Indoor Static and Dynamic Environments,Abdelfetah Hentout,3,21-36,,research,65,85,85,50,77.0,70.25,24.0,CRITICAL,True,FORMALISM_THEATER
hafs2024,2024,27,1,2024-v27-n1,Enhancing Recognition in Multimodal Biometric Systems: Score Normalization and Fusion of Online Signatures and Fingerprints,Toufik Hafs,5,37-49,,research,70,85,85,55,79.0,73.0,73.0,ADEQUATE,False,
roman2024,2024,27,1,2024-v27-n1,Hybrid Data-Driven Active Disturbance Rejection Sliding Mode Control with Tower Crane Systems Validation,Raul-Cristian Roman,4,50-64,,research,85,90,90,75,88.0,84.75,84.75,STRONG,False,
popescu2024,2024,27,1,2024-v27-n1,Software Platform Based on the hLARM Formalism for Modeling Complex Systems,Dragos Constantin Popescu,2,65-80,,research,75,85,85,65,81.0,77.0,24.0,CRITICAL,True,FORMALISM_THEATER
shambour2024,2024,27,1,2024-v27-n1,An Effective Doctor Recommendation Algorithm for Online Healthcare Platforms,Qusai Y. Shambour,3,81-93,,research,60,85,85,55,75.0,70.0,24.0,CRITICAL,True,FORMALISM_THEATER
mone2024,2024,27,1,2024-v27-n1,Multi-participant Decision-making Based on Digital Platforms: A Case Study for the Romanian Academy,Firicel Mone,3,94-105,,research,55,70,75,40,65.25,58.94,24.0,CRITICAL,True,FORMALISM_THEATER
ning2024,2024,27,1,2024-v27-n1,Neural Network-based Pattern Recognition in the Framework of Edge Computing,Jing Ning,1,106-119,,research,50,65,70,35,60.25,53.94,24.0,CRITICAL,True,FORMALISM_THEATER
antonescu2024,2024,27,2,2024-v27-n2,FFT on a Heterogeneous System with a General-Purpose Map-Scan Accelerator,Mihai Antonescu,2,123-136,,research,80,85,90,50,84.25,75.69,75.69,ADEQUATE,False,
serban2024b,2024,27,2,2024-v27-n2,Some Considerations about the Sensing Mechanisms and Electrical Response of Carbon Nanohorns-based Gas Sensors,Bogdan-Catalin Serban,7,137-150,,research,70,90,85,55,80.75,74.31,74.31,ADEQUATE,False,
taskin2024,2024,27,2,2024-v27-n2,Real-Time Low Energy Indoor Positioning System to Efficient Use of Operating Theaters with Medical Asset and Staff Tracking,Deniz Taskin,4,151-165,,research,65,85,85,70,77.0,75.25,75.25,ADEQUATE,False,
muller2024_editorial,2024,27,2,2024-v27-n2,"Editorial: Special Issue on Electronics, Microtechnologies and Materials Science",Raluca Muller,2,166-171,,editorial,,,,,,,,NOT_APPLICABLE,False,EDITORIAL
bunea2024,2024,27,2,2024-v27-n2,Passive Radio Frequency Identification Tag with Frequency Doubler and Energy Harvesting,Alina-Cristina Bunea,3,172-182,,research,75,90,90,75,84.0,81.75,81.75,STRONG,False,
grosu2024,2024,27,2,2024-v27-n2,On the Modelling Possibilities of Integrated Circuits Behavior Using Active Learning Principles,Vasile Grosu,4,183-195,,research,75,85,85,55,81.0,74.5,74.5,ADEQUATE,False,
pristavu2024,2024,27,2,2024-v27-n2,Accurate Numerical Methods for Modeling Forward Characteristics of High Temperature Capable Schottky Diodes,Gheorghe Pristavu,8,196-206,,research,85,90,90,65,88.0,82.25,82.25,STRONG,False,
bulzan2024,2024,27,2,2024-v27-n2,Theoretical Studies of Intensity and Phase Based Surface Plasmon Resonance Sensors,George Andrei Bulzan,3,207-216,,research,70,85,85,55,79.0,73.0,73.0,ADEQUATE,False,
calinescu2024,2024,27,2,2024-v27-n2,8-bit Dynamic Element Matching based Feedback Controller Applied to an Instrumentation Amplifier,Alex Calinescu,4,217-228,,research,70,90,85,60,80.75,75.56,75.56,ADEQUATE,False,
romanitan2024,2024,27,2,2024-v27-n2,Microstructure of VO2 Thin Films Synthesized by Pulsed Laser Deposition,Cosmin Romanitan,8,229-240,,research,70,90,90,70,82.0,79.0,79.0,ADEQUATE,False,
brezeanu2024,2024,27,2,2024-v27-n2,Improved Serial Peripheral Interface Controller Based on Scan Architecture,Ionelia-Bianca Brezeanu,3,241-251,,research,65,90,85,60,78.75,74.06,74.06,ADEQUATE,False,
lu2024,2024,27,3-4,2024-v27-n34,Dimension-Reduced Modeling for Local Volatility Surface via Unsupervised Learning,Zheng-Liang Lu,2,255-266,,research,80,90,85,50,84.75,76.06,76.06,ADEQUATE,False,
ulmamei2024,2024,27,3-4,2024-v27-n34,An Approach for Implementing Electronic Image Stabilization Using an FPGA System,Andrei-Alexandru Ulmamei,2,267-280,,research,75,85,90,65,82.25,77.94,77.94,ADEQUATE,False,
gemikonakli2024,2024,27,3-4,2024-v27-n34,A Queuing Model to Evaluate the Network Performance Considering the Heterogeneity and Mobility of Relay Nodes in Disaster Area,Eser Gemikonakli,1,281-294,,research,80,85,85,50,83.0,74.75,74.75,ADEQUATE,False,
essiz2024,2024,27,3-4,2024-v27-n34,Deep Learning-Based Prediction Models for the Detection of Vitamin D Deficiency and 25-Hydroxyvitamin D Levels Using Complete Blood Count Tests,Ugur Engin Essiz,4,295-309,,research,55,85,85,60,73.0,69.75,24.0,CRITICAL,True,FORMALISM_THEATER
travin2024,2024,27,3-4,2024-v27-n34,Statistical Computational Model of Fission Products Composition of Irradiated Nuclear Fuel and Their Contribution to Gas-aerosol Emissions of Nuclear Power Plants,Sergey Travin,4,310-322,,research,75,85,80,45,79.75,71.06,71.06,ADEQUATE,False,
cascaval2024,2024,27,3-4,2024-v27-n34,Near-optimal March Tests for Three-Cell and Four-Cell Coupling Fault Models in Random-Access Memories,Petru Cascaval,2,323-335,,research,85,90,90,55,88.0,79.75,79.75,ADEQUATE,False,
yalda2024,2024,27,3-4,2024-v27-n34,Network Traffic Prediction Performance Using LSTM,Khirota Yalda,4,336-347,,research,45,80,75,40,64.75,58.56,24.0,CRITICAL,True,FORMALISM_THEATER
wen2024,2024,27,3-4,2024-v27-n34,Stable Levitation of Single-point Levitation Systems for Maglev Trains by Improved Cascade Control,Jie Wen,2,348-361,,research,80,90,85,55,84.75,77.31,77.31,ADEQUATE,False,
milea2024,2024,27,3-4,2024-v27-n34,Design and Implementation of an Automated Instrument for Battery Charging Experiments,Petru-Lucian Milea,2,362-378,,research,75,85,90,75,82.25,80.44,80.44,STRONG,False,
tansu2025,2025,28,1,2025-v28-n1,Fuzzy-Based Bow-Tie Framework for Supply Chain Risk Assessment of Restaurant Delivery Service,Ayse Tansu,3,3-16,,research,70,85,85,40,79.0,69.25,69.25,ADEQUATE,False,
milicevic2025b,2025,28,1,2025-v28-n1,Three-Position Temperature Control of a Nonlinear Process Model with Time Delay,Miroslav S. Milicevic,2,17-28,,research,75,90,85,50,82.75,74.56,74.56,ADEQUATE,False,
calude2025,2025,28,1,2025-v28-n1,Randomness and One-way Functions,Jose Manuel Aguero Trejo,2,29-38,,research,85,90,90,60,88.0,81.0,81.0,STRONG,False,
colbu2025,2025,28,1,2025-v28-n1,Long-term Power Generation Prediction in Photovoltaics Using Machine Learning-based Models,Stefania-Cristiana Colbu,3,39-50,,research,70,90,85,60,80.75,75.56,75.56,ADEQUATE,False,
cristea2025,2025,28,1,2025-v28-n1,Behavioral Modelling of Analog Computing Circuit for a Synapse of any Neuron in Artificial Neural Networks,Miron Cristea,3,51-62,,research,75,90,85,50,82.75,74.56,74.56,ADEQUATE,False,
mateescu2025,2025,28,1,2025-v28-n1,Machine Learning Control for Assistive Humanoid Robots Using Blackbox Optimization of PID Loops Through Digital Twins,Andrei Mateescu,7,63-76,,research,75,90,90,70,84.0,80.5,80.5,STRONG,False,
serban2025,2025,28,1,2025-v28-n1,Carbon Nano-Onions-Based Matrix Nanocomposite as Sensing Film for Resistive Humidity Sensor,Bogdan-Catalin Serban,10,77-88,,research,70,90,90,70,82.0,79.0,79.0,ADEQUATE,False,
